Publisher,IATI Organisation Identifier,Organization Type,HQ Country or Region,Datasets Count,Datasets Link
Stichting VU Amsterdam - Amsterdam Centre for World Food Studies,NL-KVK-53815211,"Academic, Training and Research",Netherlands,2,https://iatiregistry.org/publisher/acwfs_vu
Ethiopian Horticulture Producer Exporters Association (EHPEA),ET-MOT-020/4/007,National NGO,Ethiopia,2,https://iatiregistry.org/publisher/ehpea
International Bureau of Fiscal Documentation (IBFD),NL-KVK-41197411,"Academic, Training and Research",Netherlands,1,https://iatiregistry.org/publisher/ibfd
United Work,NL-KVK-67143555,National NGO,Netherlands,2,https://iatiregistry.org/publisher/united_work
UNICEF Netherlands National Committee,NL-KVK-27102631,National NGO,Netherlands,7,https://iatiregistry.org/publisher/unicefnl
AICS - Agenzia Italiana per la Cooperazione allo Sviluppo / Italian Agency for Cooperation and Development,XM-DAC-6-4,Government,Italy,93,https://iatiregistry.org/publisher/aics
Climate Policy Initiative,US-EIN-26-4129153,"Academic, Training and Research",United States,2,https://iatiregistry.org/publisher/cpi
YMCA of Liberia,LR-MPEA-NGO-AC-0298,National NGO,Liberia,1,https://iatiregistry.org/publisher/libymca
Trademark Africa,KE-RCO-CPR-2009-5689,Regional NGO,Kenya,2,https://iatiregistry.org/publisher/tma
Local Development and Small Projects Support,TR-MOI-27-018-163,National NGO,Turkey,1,https://iatiregistry.org/publisher/ldsps
Vlaamse Interuniversitaire Raad voor Universitaire Ontwikkelingssamenwerking (VLIR-UOS),BE-BCE_KBO-0418766123,"Academic, Training and Research",Belgium,2,https://iatiregistry.org/publisher/vlir-uos
Development Expertise Center,ET-CSA-0009,National NGO,Ethiopia,1,https://iatiregistry.org/publisher/dec_ethiopia
Fundación Fondo Mujeres del Sur,AR-CENOC-16969-A,Foundation,Argentina,2,https://iatiregistry.org/publisher/fms
United Nations Foundation,US-EIN-58-2368165,National NGO,United States,2,https://iatiregistry.org/publisher/unf
International IDEA,XM-DAC-47058,Multilateral,Sweden,2,https://iatiregistry.org/publisher/idea
IHE Delft Institute for Water Education,NL-KVK-41146484,"Academic, Training and Research",Netherlands,2,https://iatiregistry.org/publisher/ihedelft
TechnoServe,US-EIN-13-2626135,International NGO,United States,6,https://iatiregistry.org/publisher/tns
Administração de Infra-Estruturas de Águas e Saneamento,MZ-NUIT-700098168,Government,Mozambique,1,https://iatiregistry.org/publisher/aias
Caribbean Development Bank (CDB),XM-DAC-46009,Multilateral,(No country assigned),2,https://iatiregistry.org/publisher/caribank
Women's Refugee Commission,US-EIN-463668128,International NGO,United States,3,https://iatiregistry.org/publisher/w_r_c
Agência de Desenvolvimento do Vale do Zambeze,MZ-NUIT-50039061,Government,Mozambique,2,https://iatiregistry.org/publisher/agencia_do_zambeze
Conflict Dynamics International,US-EIN-56-2460366,International NGO,United States,3,https://iatiregistry.org/publisher/cdi
University of Leeds,GB-COH-RC000658,"Academic, Training and Research",United Kingdom,4,https://iatiregistry.org/publisher/leedsuni
Mulanje Mission Hospital,MW-MRA-20125995,National NGO,Malawi,2,https://iatiregistry.org/publisher/mmh
International NGO Safety Orgnisation,NL-KVK-73728489,International NGO,Netherlands,5,https://iatiregistry.org/publisher/inso
Palliative Care Support Trust,MW-RG-2977,National NGO,Malawi,2,https://iatiregistry.org/publisher/pcst
Ethiopiaid UK,GB-CHC-802353,International NGO,United Kingdom,3,https://iatiregistry.org/publisher/ethiopiaiduk
Access to Seeds Foundation,NL-KVK-70292361,International NGO,Netherlands,1,https://iatiregistry.org/publisher/atsf
Oxfam Solidarité-Solidariteit,BE-BCE_KBO-0408643875,National NGO,Belgium,2,https://iatiregistry.org/publisher/oxsol
CLASP,US-EIN-33-1112770,International NGO,United States,2,https://iatiregistry.org/publisher/clasp
United Nations Environment Programme (UNEP),XM-DAC-41116,Multilateral,(No country assigned),11,https://iatiregistry.org/publisher/un-environment
The Access to Nutrition Foundation,NL-KVK-58279199,International NGO,Netherlands,2,https://iatiregistry.org/publisher/atnf
International Network for Advancing Science and Policy,GB-CHC-1106349,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/inasp
Population Services and Training Centre (PSTC),BD-NAB-1102,National NGO,Bangladesh,2,https://iatiregistry.org/publisher/pstc_1102
Horizons for Green Development,JO-CCD-200138796,National NGO,Jordan,2,https://iatiregistry.org/publisher/horizons
Handicap International UK,GB-CHC-1082565,"Academic, Training and Research",United Kingdom,25,https://iatiregistry.org/publisher/hiuk
Send a Cow Ethiopia,ET-CSA-0638,National NGO,Ethiopia,2,https://iatiregistry.org/publisher/sacethiopia
Caritas Serbia,RS-APR-17062603,National NGO,(No country assigned),1,https://iatiregistry.org/publisher/caritas_serbia
Netherlands Commission for Environmental Assessment,NL-KVK-41185216,Foundation,Netherlands,2,https://iatiregistry.org/publisher/ncea
Oxfam America,US-EIN-23-7069110,International NGO,United States,2,https://iatiregistry.org/publisher/oxfamus
Kesho Kenya,KE-NCB-218/051/15179/10159,National NGO,Kenya,2,https://iatiregistry.org/publisher/kesho_kenya
Ananda Marga Universal Relief Team (AMURT) Africa,KE-NCB-OP21805193101154,National NGO,Kenya,2,https://iatiregistry.org/publisher/amurt_kenya
Pastoralist Girls Initiative,KE-NCB-KENCBOP218051200802235390,National NGO,Kenya,1,https://iatiregistry.org/publisher/pgi_kenya
Berytech Foundation,LB-MOI-26_AD,Foundation,Lebanon,2,https://iatiregistry.org/publisher/berytech
Stichting Wings For Aid Foundation,NL-KVK-64680029,Foundation,Netherlands,1,https://iatiregistry.org/publisher/wfaf
Nuffic,NL-KVK-41150085,"Academic, Training and Research",Netherlands,5,https://iatiregistry.org/publisher/nuffic20171017
ONG ALCRER,BJ-IFU-6201200599008,National NGO,Benin,2,https://iatiregistry.org/publisher/alcrer-1
Diakonia (Sweden),SE-ON-802017-3517,International NGO,Sweden,4,https://iatiregistry.org/publisher/diakonia-sweden
Social Watch Benin,BJ-IFU-6201101048400,National NGO,Benin,2,https://iatiregistry.org/publisher/swb_1
"UK - Department for Business, Energy and Industrial Strategy (BEIS)",GB-GOV-13,Government,United Kingdom,42,https://iatiregistry.org/publisher/beis
"The Population Council, Inc.",US-EIN-13-1687001,"Academic, Training and Research",United States,2,https://iatiregistry.org/publisher/populationcouncil
Panos Institute West Africa (PIWA),SN-NINEA-621108990A0,International NGO,Senegal,1,https://iatiregistry.org/publisher/ipao
Prince Claus Fund,NL-KVK-41159889,International NGO,Netherlands,1,https://iatiregistry.org/publisher/pcf
African Center for Economic Transformation (ACET),US-EIN-11-3803281,Regional NGO,United States,2,https://iatiregistry.org/publisher/acet
The Power of Nutrition,GB-COH-09288843,Foundation,United Kingdom,1,https://iatiregistry.org/publisher/the_power_of_nutrition
Danish Refugee Council,DK-CVR-20699310,International NGO,Denmark,2,https://iatiregistry.org/publisher/drc
Amnesty International UK Section Charitable Trust,GB-CHC-1051681,International NGO,United Kingdom,1,https://iatiregistry.org/publisher/aiuk
University of Birmingham,GB-EDU-133784,"Academic, Training and Research",United Kingdom,2,https://iatiregistry.org/publisher/universityofbirmingham
Fundo de Investimento e Patrimonio do Abastecimento de Água (FIPAG),MZ-NUIT-600000381,Other Public Sector,Mozambique,2,https://iatiregistry.org/publisher/fipag
CARE International in Zimbabwe,ZW-PVO-15/2003,International NGO,Zimbabwe,2,https://iatiregistry.org/publisher/ciz
World Resources Institute,US-EIN-521257057,International NGO,United States,8,https://iatiregistry.org/publisher/wri
Memisa,BE-BCE_KBO-0435563751,"Academic, Training and Research",Belgium,2,https://iatiregistry.org/publisher/memisa
World Vision Zimbabwe,ZW-PVO-26/79,International NGO,Zimbabwe,1,https://iatiregistry.org/publisher/wvz-gec
World Waternet,NL-KVK-34271281,Foundation,Netherlands,1,https://iatiregistry.org/publisher/worldwaternet
Ecorys Nederland B.V.,NL-KVK-24316726,Private Sector,Netherlands,2,https://iatiregistry.org/publisher/ecorysnl
Global Green Growth Institute (GGGI),XM-DAC-47136,Multilateral,(No country assigned),2,https://iatiregistry.org/publisher/gggi
Collectif Stratégies Alimentaires,BE-BCE_KBO-0448755949,National NGO,Belgium,3,https://iatiregistry.org/publisher/csa
University of Amsterdam,NL-KVK-34370207,"Academic, Training and Research",Netherlands,1,https://iatiregistry.org/publisher/uva_org
The Hunger Project Netherlands,NL-KVK-41201198,International NGO,Netherlands,2,https://iatiregistry.org/publisher/thp_org
VVSG - Vereniging van Vlaamse Steden en Gemeenten,BE-BCE_KBO-0451857573,Other Public Sector,Belgium,3,https://iatiregistry.org/publisher/vvsg
SOS FAIM - SOS HUNGER,BE-BCE_KBO-0425410524,National NGO,Belgium,3,https://iatiregistry.org/publisher/sosfaim
Wolayita Development Association,ET-CSA-0486,"Academic, Training and Research",Ethiopia,2,https://iatiregistry.org/publisher/woda_0486
VVOB Education for Development,BE-BCE_KBO-0423616717,Other Public Sector,Belgium,3,https://iatiregistry.org/publisher/vvob
Autre Terre asbl,BE-BCE_KBO-0423588904,"Academic, Training and Research",Belgium,3,https://iatiregistry.org/publisher/a-t
Ngo-federatie (Vlaamse federatie van ngo's voor ontwikkelingssamenwerking),BE-BCE_KBO-0449400604,National NGO,Belgium,2,https://iatiregistry.org/publisher/ngo-federatie
War Child Canada,CA-CRA_ACR-872374426,International NGO,Canada,1,https://iatiregistry.org/publisher/wcc
Federation of Women Lawyers Kenya,KE-NCB-218/051/93132/90,National NGO,Kenya,2,https://iatiregistry.org/publisher/fida
PricewaterhouseCoopers Private Limited India,IN-MCA-U74140WB1983PTC036093,Private Sector,India,2,https://iatiregistry.org/publisher/pwcplindia
Orbis Ethiopia,ET-CSA-1063,National NGO,Ethiopia,2,https://iatiregistry.org/publisher/orbis_ethiopia
Centre Tricontinental - CETRI,BE-BCE_KBO-0461076236,National NGO,Belgium,3,https://iatiregistry.org/publisher/ct-admin
Entraide et Fraternité,BE-BCE_KBO-0418015461,National NGO,Belgium,12,https://iatiregistry.org/publisher/ef_
Save the Children International,GB-CHC-1076822,International NGO,United Kingdom,3,https://iatiregistry.org/publisher/sci
Louvain Coopération,BE-BCE_KBO-0422717486,National NGO,Belgium,2,https://iatiregistry.org/publisher/lc
Brulocalis,BE-BCE_KBO-0451516390,Other Public Sector,Belgium,3,https://iatiregistry.org/publisher/brulocalis
Centre National de Coopération au Développement (CNCD-11.11.11),BE-BCE_KBO-0421207751,National NGO,Belgium,6,https://iatiregistry.org/publisher/cncd
Viva Salud,BE-BCE_KBO-0418282311,National NGO,Belgium,3,https://iatiregistry.org/publisher/g3w-m3m_admin
Oxfam-Magasins du monde (omdm),BE-BCE_KBO-0416486821,National NGO,Belgium,3,https://iatiregistry.org/publisher/omdm
Union des Villes et Communes de Wallonie (UVCW),BE-BCE_KBO-0451461655,Other Public Sector,Belgium,3,https://iatiregistry.org/publisher/uvcw
OCHA Country Based Pooled Funds,XM-OCHA-CBPF,Multilateral,(No country assigned),550,https://iatiregistry.org/publisher/unocha-cbpf
Association for Cultural Technical and Educational Cooperation (ACTEC),BE-BCE_KBO-0424198222,National NGO,Belgium,3,https://iatiregistry.org/publisher/actec
Iles de Paix,BE-BCE_KBO-0408908151,National NGO,Belgium,3,https://iatiregistry.org/publisher/idp
Center for Research on Environment Health and Population Activities (CREHPA),NP-SWC-1844,National NGO,Nepal,3,https://iatiregistry.org/publisher/crehpa
Orbis International,US-EIN-237297651,International NGO,United States,4,https://iatiregistry.org/publisher/orbis_international
Africalia,BE-BCE_KBO-0474198059,Other Public Sector,Belgium,3,https://iatiregistry.org/publisher/africalia
Tearfund VZW (TFBE),BE-BCE_KBO-0419872616,National NGO,Belgium,2,https://iatiregistry.org/publisher/tfb_admin1
Wereldsolidariteit-Solidarité Mondiale (WSM),BE-BCE_KBO-0413986102,National NGO,Belgium,3,https://iatiregistry.org/publisher/wsm
Academy for Health Development (AHEAD),NG-CAC-692943,"Academic, Training and Research",Nigeria,2,https://iatiregistry.org/publisher/ahead
Rode Kruis-Vlaanderen Internationaal vzw,BE-BCE_KBO-0461634084,National NGO,Belgium,3,https://iatiregistry.org/publisher/rkiv
SCI Projets Internationaux ASBL_Service Civil International branche belge,BE-BCE_KBO-0410661673,National NGO,Belgium,3,https://iatiregistry.org/publisher/scibelgium
Fonds voor Ontwikkelingssamenwerking - Socialistische Solidariteit VZW,BE-BCE_KBO-0432552989,National NGO,Belgium,3,https://iatiregistry.org/publisher/fos
ACV-CSC International,BE-BCE_KBO-0445412518,National NGO,Belgium,3,https://iatiregistry.org/publisher/iiwe
Aga Khan Foundation Afghanistan,AF-MOE-138,Foundation,Afghanistan,2,https://iatiregistry.org/publisher/akf_afghanistan
ULB-Coopération,BE-BCE_KBO-0415627875,National NGO,Belgium,3,https://iatiregistry.org/publisher/ulbcoop
NIRAS A/S,DK-CVR-37295728,Private Sector,Denmark,2,https://iatiregistry.org/publisher/niras
GOGLA - Global Off-Grid Lighting Association,NL-KVK-62066064,Private Sector,Netherlands,1,https://iatiregistry.org/publisher/gogla
African Population and Health Research Center,US-EIN-06-1608361,International NGO,United States,1,https://iatiregistry.org/publisher/aphrc
Enfance Tiers Monde Kinderen Derde Wereld,BE-BCE_KBO-0409451054,National NGO,Belgium,3,https://iatiregistry.org/publisher/etmkdw
Women's Action Group,ZW-ROD-MA988/87,National NGO,Zimbabwe,1,https://iatiregistry.org/publisher/wag-1983
SOS Kinderdorpen België / SOS Villages d'Enfants Belgique,BE-BCE_KBO-0408628435,International NGO,Belgium,6,https://iatiregistry.org/publisher/svdbskb_admin
EngenderHealth Ethiopia,ET-CSA-1233,International NGO,Ethiopia,2,https://iatiregistry.org/publisher/engenderhealth_eth
Chemonics International Inc.,US-EIN-52-2145827,Private Sector,United States,2,https://iatiregistry.org/publisher/chemonics
Fairtrade Belgium,BE-BCE_KBO-0441988715,National NGO,Belgium,5,https://iatiregistry.org/publisher/fairtrade_be
ABAAD - Resource Center for Gender Equality,LB-MOI-497,National NGO,Lebanon,2,https://iatiregistry.org/publisher/arcfge
People's Process on Housing and Poverty in Zambia,ZM-PCR-10104052014,International NGO,Zambia,2,https://iatiregistry.org/publisher/pphpz
Sensorial Handicap Cooperation,BE-BCE_KBO-0431955945,"Academic, Training and Research",Belgium,3,https://iatiregistry.org/publisher/shc
Association pour la Promotion de l'Education et de la Formation à l'Etranger,BE-BCE_KBO-0415880570,Other Public Sector,Belgium,11,https://iatiregistry.org/publisher/apefe
Défi Belgique Afrique,BE-BCE_KBO-0433439550,National NGO,Belgium,3,https://iatiregistry.org/publisher/dba
Chaîne de l'Espoir Belgique / Keten van Hoop België / Chain of Hope Belgium,BE-BCE_KBO-0463455904,National NGO,Belgium,6,https://iatiregistry.org/publisher/cdeb-kvhb_admin
Handicap International Belgique,BE-BCE_KBO-0432235661,National NGO,Belgium,3,https://iatiregistry.org/publisher/hib
Miel Maya Honing asbl,BE-BCE_KBO-0415426155,National NGO,Belgium,3,https://iatiregistry.org/publisher/mmha
Access to Medicine Foundation,NL-KVK-34185938,Foundation,Netherlands,1,https://iatiregistry.org/publisher/atmf
VETERINAIRES SANS FRONTIERES / DIERENARTSEN ZONDER GRENZEN - BELGIUM,BE-BCE_KBO-0442168263,National NGO,Belgium,2,https://iatiregistry.org/publisher/vsfbelgium
Rotary Clubs For Development,BE-BCE_KBO-0419189557,National NGO,Belgium,3,https://iatiregistry.org/publisher/rc4d
RCN Justice & Démocratie,BE-BCE_KBO-0454555163,National NGO,Belgium,3,https://iatiregistry.org/publisher/rcn
Medecins du Monde Belgique - Dokters van de Wereld Belgïe,BE-BCE_KBO-0460162753,National NGO,Belgium,13,https://iatiregistry.org/publisher/medecins
VIA Don Bosco,BE-BCE_KBO-0413119733,National NGO,Belgium,3,https://iatiregistry.org/publisher/via-db
Croix-Rouge de Belgique Communauté francophone - Activités internationales ASBL,BE-BCE_KBO-0462132150,National NGO,Belgium,3,https://iatiregistry.org/publisher/crb-ai_admin
Djapo,BE-BCE_KBO-0408022778,National NGO,Belgium,2,https://iatiregistry.org/publisher/djapo
